UserID,Taken_product,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,Adult_flag,Daily_Avg_mins_spend_on_traveling_page
1009264,Yes,172.0,Laptop,47922.0,4.0,1,Trekking,115.0,3960,6,0.0,31,No,3,0.0,13.0
1009265,No,371.0,Mobile,5761.0,2.0,5,Big Cities,55.0,4107,4,0.0,33,No,1,1.0,14.0
1009266,No,421.0,Mobile,39147.0,18.0,5,Beach,100.0,16899,5,0.0,31,Yes,4,0.0,38.0
1009267,No,321.0,Mobile,9404.0,10.0,2,Beach,76.0,6276,9,0.0,30,No,4,0.0,22.0
1009268,No,277.0,Mobile,21709.0,1.0,3,Big Cities,103.0,4769,11,0.0,30,No,3,0.0,18.0
1009269,No,306.0,Mobile,10620.0,6.0,3,Beach,90.0,13302,7,0.0,36,No,3,0.0,26.0
1009270,No,298.0,Laptop,15549.0,8.0,1,Beach,72.0,3802,1,0.0,28,No,1,1.0,9.0
1009271,No,247.0,Mobile,29021.0,2.0,1,Beach,96.0,6648,4,1.0,22,No,3,0.0,17.0
1009272,No,321.0,Mobile,11221.0,24.0,3,Historical site,70.0,7458,1,1.0,42,Yes,4,1.0,11.0
1009273,No,349.0,Mobile,19693.0,2.0,3,Other,72.0,4854,1,0.0,35,No,2,1.0,14.0
1009274,Yes,203.0,Laptop,14950.0,17.0,4,Beach,76.0,2803,1,1.0,25,No,2,1.0,10.0
1009275,No,228.0,Mobile,8168.0,19.0,3,Trekking,57.0,4312,6,0.0,24,No,2,2.0,15.0
1009276,No,253.0,Mobile,32313.0,1.0,5,Historical site,117.0,16241,5,0.0,37,No,3,1.0,15.0
1009277,No,238.0,Mobile,24118.0,7.0,3,Beach,61.0,11614,10,0.0,31,Yes,3,1.0,12.0
1009278,Yes,148.0,Laptop,45751.0,5.0,3,Big Cities,85.0,1941,1,1.0,30,No,4,0.0,5.0
1009279,No,310.0,Mobile,38351.0,28.0,3,Other,69.0,10996,5,0.0,27,No,3,1.0,20.0
1009280,No,319.0,Mobile,17876.0,2.0,4,Other,74.0,6872,4,1.0,34,No,1,0.0,14.0
1009281,No,204.0,Mobile,27174.0,29.0,2,Historical site,64.0,4360,6,0.0,34,No,1,2.0,14.0
1009282,No,270.0,Mobile,6865.0,1.0,3,Historical site,97.0,4922,1,0.0,26,No,4,0.0,11.0
1009283,No,261.0,Mobile,9077.0,21.0,4,Beach,84.0,5399,2,0.0,27,No,4,0.0,13.0
1009284,Yes,207.0,Mobile,16527.0,24.0,3,Trekking,90.0,2393,3,1.0,34,No,2,0.0,6.0
1009285,No,290.0,Mobile,28008.0,1.0,3,Trekking,84.0,7539,5,0.0,27,No,4,0.0,17.0
1009286,No,357.0,Laptop,36238.0,18.0,1,Historical site,99.0,10587,7,0.0,25,No,4,0.0,31.0
1009287,No,315.0,Mobile,44700.0,2.0,5,Beach,113.0,16650,8,0.0,30,No,2,1.0,23.0
1009288,No,285.0,Mobile,5028.0,9.0,4,Historical site,86.0,8897,2,0.0,33,No,4,1.0,13.0
1009289,No,396.0,Mobile,33515.0,6.0,2,Trekking,96.0,5626,4,1.0,28,No,2,2.0,24.0
1009290,Yes,249.0,Mobile,51626.0,11.0,4,Other,84.0,4767,8,0.0,33,No,4,0.0,12.0
1009291,No,187.0,Laptop,18773.0,24.0,3,Historical site,59.0,2444,1,0.0,23,No,3,2.0,11.0
1009292,No,290.0,Mobile,52371.0,10.0,3,Historical site,101.0,9883,4,0.0,39,No,3,1.0,20.0
1009293,No,287.0,Mobile,15662.0,1.0,4,Beach,80.0,6504,7,0.0,36,No,2,1.0,17.0
1009294,No,378.0,Mobile,43628.0,18.0,4,Beach,83.0,19556,1,1.0,35,No,3,1.0,35.0
1009295,No,186.0,Mobile,24237.0,23.0,3,Historical site,105.0,2778,1,1.0,28,No,2,2.0,10.0
1009296,No,209.0,Mobile,24650.0,28.0,2,Big Cities,86.0,6325,2,0.0,41,Yes,4,2.0,7.0
1009297,No,185.0,Mobile,28864.0,17.0,2,Other,116.0,2188,3,0.0,39,Yes,4,1.0,3.0
1009298,No,383.0,Laptop,43655.0,3.0,3,Historical site,113.0,18265,1,0.0,19,No,3,1.0,36.0
1009299,No,198.0,Mobile,21810.0,13.0,1,Historical site,50.0,2159,1,0.0,25,No,3,0.0,13.0
1009300,Yes,185.0,Laptop,45094.0,7.0,3,Beach,71.0,2943,2,1.0,28,No,4,1.0,11.0
1009301,Yes,235.0,Laptop,15732.0,12.0,4,Beach,86.0,2083,3,0.0,31,No,3,1.0,6.0
1009302,No,263.0,Mobile,8946.0,1.0,2,Beach,97.0,3667,1,1.0,25,No,4,1.0,9.0
1009303,Yes,237.0,Mobile,47820.0,13.0,4,Historical site,67.0,4280,4,0.0,25,No,3,0.0,12.0
1009304,No,269.0,Mobile,18877.0,25.0,2,Other,66.0,3724,4,0.0,34,No,4,0.0,14.0
1009305,No,246.0,Mobile,18429.0,6.0,4,Historical site,84.0,5514,5,0.0,45,Yes,4,2.0,19.0
1009306,No,215.0,Mobile,27971.0,6.0,4,Historical site,85.0,2240,2,0.0,23,No,3,2.0,11.0
1009307,No,287.0,Mobile,19583.0,2.0,3,Big Cities,100.0,9656,6,1.0,28,No,3,1.0,22.0
1009308,No,155.0,Mobile,33620.0,1.0,3,Beach,100.0,2902,1,0.0,25,No,4,0.0,10.0
1009309,No,323.0,Mobile,21819.0,2.0,4,Beach,99.0,4141,3,0.0,25,No,2,2.0,19.0
1009310,No,336.0,Mobile,27418.0,6.0,4,Other,75.0,16685,5,1.0,26,No,3,1.0,23.0
1009311,No,296.0,Mobile,12723.0,1.0,1,Beach,59.0,2672,4,0.0,26,No,4,0.0,18.0
1009312,No,331.0,Laptop,35086.0,9.0,5,Historical site,83.0,5741,4,1.0,35,No,2,1.0,19.0
1009313,No,373.0,Mobile,43308.0,1.0,4,Beach,61.0,15450,9,0.0,26,No,1,1.0,29.0
1009314,No,341.0,Mobile,38958.0,1.0,4,Beach,68.0,6040,6,0.0,26,No,2,0.0,14.0
1009315,No,267.0,Mobile,7194.0,14.0,3,Trekking,44.0,2627,1,1.0,33,No,4,2.0,12.0
1009316,Yes,216.0,Mobile,49762.0,2.0,1,Big Cities,104.0,3097,1,0.0,23,No,2,1.0,9.0
1009317,No,169.0,Mobile,47055.0,22.0,1,Trekking,63.0,3507,2,0.0,23,No,3,0.0,8.0
1009318,No,336.0,Mobile,46086.0,3.0,4,Other,54.0,19577,5,1.0,30,No,1,1.0,28.0
1009319,No,175.0,Mobile,21192.0,6.0,1,Historical site,86.0,2832,1,0.0,28,Yes,4,0.0,7.0
1009320,No,255.0,Mobile,42605.0,8.0,4,Big Cities,60.0,7151,1,0.0,31,No,4,0.0,10.0
1009321,No,250.0,Mobile,22653.0,9.0,4,Beach,106.0,6376,2,1.0,27,No,4,1.0,7.0
1009322,No,236.0,Laptop,5640.0,3.0,3,Historical site,84.0,2151,1,0.0,35,Yes,3,1.0,5.0
1009323,No,407.0,Mobile,8382.0,1.0,1,Historical site,49.0,8439,9,0.0,36,Yes,4,0.0,21.0
1009324,No,262.0,Mobile,48933.0,1.0,5,Beach,56.0,2750,1,0.0,27,No,4,1.0,15.0
1009325,Yes,344.0,Laptop,10745.0,26.0,4,Beach,121.0,4332,2,0.0,25,No,4,2.0,7.0
1009326,No,209.0,Mobile,34734.0,6.0,3,Beach,83.0,2722,2,1.0,29,No,3,1.0,8.0
1009327,No,286.0,Mobile,16926.0,3.0,3,Other,47.0,9500,1,0.0,25,No,3,1.0,13.0
1009328,No,228.0,Mobile,41214.0,3.0,2,Historical site,81.0,5611,2,0.0,29,No,1,1.0,13.0
1009329,No,268.0,Mobile,35652.0,6.0,4,Beach,93.0,6693,3,0.0,25,No,2,0.0,17.0
1009330,No,258.0,Laptop,45407.0,6.0,3,Beach,40.0,7782,4,0.0,40,Yes,3,1.0,21.0
1009331,No,414.0,Mobile,13949.0,19.0,4,Historical site,99.0,10779,3,0.0,29,No,3,1.0,21.0
1009332,No,281.0,Mobile,32006.0,9.0,2,Historical site,62.0,8900,3,1.0,29,No,3,1.0,16.0
1009333,No,216.0,Mobile,39084.0,3.0,4,Historical site,74.0,2104,1,0.0,24,No,4,0.0,7.0
1009334,Yes,162.0,Mobile,47720.0,10.0,1,Historical site,48.0,1069,3,1.0,30,No,4,0.0,2.0
1009335,Yes,260.0,Laptop,37703.0,3.0,3,Beach,97.0,3408,2,1.0,27,No,1,0.0,14.0
1009336,No,273.0,Mobile,25495.0,3.0,3,Beach,58.0,1351,3,0.0,35,No,3,2.0,10.0
1009337,No,186.0,Mobile,31019.0,4.0,3,Historical site,78.0,2876,4,0.0,31,No,1,1.0,12.0
1009338,No,195.0,Mobile,28398.0,8.0,3,Beach,73.0,4898,2,0.0,38,Yes,3,1.0,8.0
1009339,No,294.0,Mobile,8562.0,7.0,4,Big Cities,65.0,4093,2,0.0,32,Yes,1,0.0,13.0
1009340,No,227.0,Laptop,28255.0,1.0,4,Beach,90.0,2779,2,0.0,30,No,4,1.0,14.0
1009341,No,371.0,Mobile,28630.0,2.0,1,Big Cities,70.0,8183,5,0.0,33,No,4,0.0,17.0
1009342,No,217.0,Laptop,49405.0,3.0,1,Historical site,81.0,4715,1,1.0,38,Yes,2,2.0,9.0
1009343,No,292.0,Mobile,42912.0,10.0,2,Beach,94.0,4746,4,0.0,36,No,1,0.0,9.0
1009344,No,385.0,Mobile,42286.0,28.0,1,Historical site,94.0,3267,1,1.0,30,No,3,3.0,23.0
1009345,No,269.0,Mobile,50517.0,9.0,3,Historical site,69.0,8679,2,0.0,31,No,2,0.0,14.0
1009346,Yes,187.0,Mobile,24296.0,3.0,2,Beach,90.0,4635,9,0.0,35,No,1,0.0,4.0
1009347,No,303.0,Mobile,14319.0,2.0,4,Trekking,95.0,4603,1,0.0,26,No,1,0.0,23.0
1009348,No,249.0,Mobile,32557.0,10.0,3,Big Cities,72.0,5441,1,0.0,32,No,4,0.0,13.0
1009349,Yes,387.0,Laptop,19719.0,8.0,2,Trekking,71.0,6858,4,1.0,28,No,1,1.0,22.0
1009350,No,295.0,Mobile,28983.0,1.0,4,Beach,51.0,7687,1,0.0,33,No,3,0.0,17.0
1009351,No,207.0,Mobile,21335.0,1.0,2,Beach,82.0,7475,1,0.0,26,No,4,0.0,18.0
1009352,No,249.0,Mobile,35678.0,3.0,2,Beach,62.0,11220,5,0.0,34,No,4,0.0,17.0
1009353,No,360.0,Mobile,24661.0,14.0,4,Big Cities,60.0,5014,2,0.0,27,No,4,0.0,26.0
1009354,No,311.0,Laptop,20356.0,5.0,4,Beach,70.0,10536,7,1.0,35,Yes,3,1.0,28.0
1009355,No,406.0,Mobile,33987.0,7.0,3,Beach,76.0,14875,3,0.0,36,No,3,0.0,36.0
1009356,No,314.0,Mobile,14987.0,10.0,4,Hill Stations,82.0,19209,5,0.0,24,No,2,3.0,29.0
1009357,No,460.0,Mobile,41325.0,16.0,4,Big Cities,107.0,5466,10,0.0,29,No,4,0.0,10.0
1009358,No,211.0,Laptop,10351.0,10.0,2,Beach,44.0,8863,3,0.0,41,Yes,3,2.0,14.0
1009359,No,314.0,Mobile,11047.0,1.0,3,Hill Stations,77.0,19237,2,0.0,24,No,2,1.0,23.0
1009360,No,386.0,Mobile,11109.0,8.0,4,Big Cities,67.0,3932,9,0.0,32,No,4,1.0,9.0
1009361,Yes,218.0,Mobile,22929.0,1.0,2,Beach,86.0,2276,7,1.0,25,No,4,0.0,17.0
1009362,No,279.0,Mobile,15003.0,8.0,3,Beach,72.0,11772,11,0.0,30,No,1,1.0,17.0
1009363,No,295.0,Mobile,5927.0,1.0,3,Beach,92.0,7922,5,1.0,35,No,4,0.0,14.0
1009364,No,344.0,Mobile,13379.0,24.0,3,Historical site,67.0,3774,4,0.0,37,No,3,0.0,15.0
1009365,No,362.0,Laptop,7635.0,3.0,3,Historical site,68.0,13820,9,1.0,25,No,4,2.0,36.0
1009366,No,234.0,Mobile,17576.0,27.0,5,Big Cities,125.0,5370,8,0.0,39,Yes,4,1.0,14.0
1009367,No,223.0,Mobile,48911.0,10.0,3,Beach,116.0,2703,2,0.0,26,No,3,0.0,7.0
1009368,Yes,325.0,Laptop,32696.0,19.0,3,Historical site,73.0,2820,7,1.0,23,No,4,0.0,15.0
1009369,No,330.0,Laptop,27178.0,15.0,3,Beach,68.0,6861,4,0.0,31,No,3,1.0,9.0
1009370,No,260.0,Mobile,34003.0,8.0,2,Historical site,118.0,6191,4,0.0,22,No,4,0.0,14.0
1009371,No,177.0,Mobile,22807.0,9.0,1,Historical site,61.0,2566,2,0.0,29,No,4,1.0,10.0
1009372,No,299.0,Mobile,4975.0,3.0,3,Hill Stations,59.0,6446,10,0.0,23,No,3,1.0,22.0
1009373,No,429.0,Mobile,29154.0,9.0,3,Historical site,97.0,11160,7,0.0,19,No,3,0.0,32.0
1009374,No,314.0,Mobile,28184.0,2.0,1,Historical site,106.0,2390,1,1.0,33,Yes,4,0.0,9.0
1009375,No,208.0,Mobile,34186.0,7.0,3,Historical site,78.0,6878,8,0.0,34,No,1,0.0,14.0
1009376,No,226.0,Mobile,38198.0,10.0,3,Big Cities,100.0,2348,1,0.0,22,No,4,2.0,10.0
1009377,No,406.0,Mobile,12155.0,6.0,3,Beach,98.0,2510,2,0.0,28,No,4,0.0,22.0
1009378,No,275.0,Mobile,42913.0,2.0,4,Beach,83.0,5156,2,0.0,30,No,1,1.0,20.0
1009379,No,249.0,Laptop,15099.0,24.0,4,Beach,99.0,5374,2,0.0,32,No,4,2.0,16.0
1009380,No,298.0,Mobile,9422.0,2.0,5,Historical site,106.0,3110,8,1.0,27,No,2,1.0,10.0
1009381,No,268.0,Mobile,5902.0,8.0,5,Beach,40.0,5186,4,0.0,25,No,3,1.0,11.0
1009382,No,400.0,Mobile,21775.0,3.0,4,Big Cities,49.0,16926,2,0.0,27,No,1,0.0,38.0
1009383,Yes,259.0,Mobile,18500.0,1.0,4,Other,77.0,2742,3,1.0,27,No,3,0.0,13.0
1009384,No,195.0,Mobile,30961.0,26.0,1,Historical site,44.0,6240,2,0.0,43,Yes,2,0.0,9.0
1009385,No,343.0,Mobile,33443.0,2.0,2,Trekking,62.0,6689,0,0.0,36,No,1,0.0,15.0
1009386,No,186.0,Mobile,10886.0,10.0,1,Historical site,98.0,3556,1,0.0,35,No,4,0.0,6.0
1009387,Yes,362.0,Laptop,25205.0,27.0,2,Beach,93.0,6463,5,1.0,23,No,4,0.0,14.0
1009388,No,261.0,Mobile,10688.0,2.0,3,Other,79.0,6321,3,0.0,45,Yes,3,0.0,11.0
1009389,Yes,427.0,Mobile,25431.0,2.0,3,Historical site,99.0,19923,7,1.0,30,No,4,1.0,28.0
1009390,No,279.0,Mobile,50238.0,8.0,4,Beach,97.0,7644,1,0.0,26,No,2,0.0,15.0
1009391,No,397.0,Mobile,25076.0,19.0,4,Historical site,60.0,4310,1,0.0,37,No,1,1.0,12.0
1009392,No,207.0,Laptop,20174.0,1.0,2,Beach,87.0,4424,5,0.0,23,No,1,1.0,9.0
1009393,No,231.0,Mobile,23045.0,27.0,3,Historical site,86.0,4396,6,0.0,27,No,1,1.0,16.0
1009394,Yes,209.0,Mobile,40151.0,8.0,3,Trekking,53.0,5379,8,0.0,37,No,3,0.0,9.0
1009395,No,267.0,Mobile,6411.0,1.0,4,Beach,90.0,3332,4,0.0,31,No,3,0.0,16.0
1009396,No,411.0,Mobile,13205.0,19.0,4,Historical site,115.0,5540,9,1.0,29,No,2,2.0,12.0
1009397,No,213.0,Laptop,29055.0,8.0,1,Big Cities,102.0,4406,0,0.0,35,No,2,1.0,12.0
1009398,No,288.0,Mobile,20026.0,10.0,1,Beach,96.0,2838,0,1.0,25,No,2,2.0,15.0
1009399,No,291.0,Laptop,8448.0,2.0,4,Beach,93.0,6038,6,1.0,32,No,4,0.0,20.0
1009400,No,266.0,Mobile,4291.0,2.0,4,Historical site,102.0,4440,1,0.0,22,No,3,0.0,10.0
1009401,No,277.0,Mobile,13480.0,8.0,4,Beach,93.0,2623,2,0.0,32,No,2,1.0,7.0
1009402,No,232.0,Mobile,32273.0,1.0,3,Beach,63.0,3891,4,0.0,35,Yes,3,2.0,12.0
1009403,No,313.0,Laptop,27740.0,2.0,2,Historical site,61.0,4305,3,0.0,35,Yes,4,1.0,8.0
1009404,No,263.0,Mobile,38931.0,8.0,2,Beach,108.0,6561,7,0.0,31,No,2,1.0,14.0
1009405,No,328.0,Laptop,20006.0,8.0,3,Beach,81.0,18493,2,0.0,26,No,2,1.0,34.0
1009406,Yes,184.0,Mobile,43543.0,6.0,3,Beach,86.0,1653,1,1.0,36,Yes,3,2.0,5.0
1009407,No,187.0,Mobile,38270.0,9.0,3,Beach,72.0,2750,3,0.0,24,No,3,3.0,8.0
1009408,No,399.0,Mobile,46412.0,11.0,4,Beach,98.0,3212,8,0.0,30,Yes,2,1.0,14.0
1009409,No,386.0,Mobile,24236.0,2.0,3,Historical site,77.0,17690,6,0.0,32,No,4,0.0,38.0
1009410,Yes,231.0,Mobile,28222.0,1.0,2,Beach,52.0,2386,2,1.0,35,No,4,1.0,8.0
1009411,No,259.0,Mobile,7495.0,7.0,3,Historical site,70.0,11740,0,0.0,26,No,4,0.0,18.0
1009412,Yes,255.0,Mobile,4166.0,16.0,3,Big Cities,89.0,5375,5,0.0,23,No,3,0.0,9.0
1009413,No,361.0,Mobile,7127.0,2.0,2,Other,45.0,16797,3,1.0,35,No,3,1.0,32.0
1009414,No,284.0,Mobile,23700.0,1.0,3,Other,50.0,5280,2,0.0,32,No,1,1.0,17.0
1009415,No,229.0,Mobile,43872.0,23.0,2,Beach,103.0,2750,1,0.0,31,Yes,3,1.0,10.0
1009416,Yes,445.0,Mobile,10059.0,2.0,4,Beach,43.0,19298,9,1.0,25,No,4,0.0,41.0
1009417,No,269.0,Mobile,44080.0,1.0,4,Beach,64.0,2566,5,0.0,28,No,3,0.0,11.0
1009418,No,327.0,Mobile,32676.0,1.0,2,Beach,56.0,6119,11,1.0,25,No,4,1.0,16.0
1009419,Yes,216.0,Mobile,31193.0,2.0,4,Historical site,61.0,4435,7,0.0,32,No,4,0.0,8.0
1009420,No,283.0,Mobile,36485.0,13.0,3,Hill Stations,56.0,2202,6,0.0,29,No,2,1.0,18.0
1009421,No,251.0,Mobile,30101.0,4.0,3,Beach,112.0,6230,2,0.0,29,No,3,1.0,17.0
1009422,No,309.0,Laptop,25238.0,16.0,4,Historical site,70.0,5139,6,0.0,29,No,4,0.0,11.0
1009423,No,231.0,Mobile,33168.0,2.0,3,Historical site,71.0,6935,7,1.0,40,Yes,2,0.0,20.0
1009424,No,345.0,Mobile,8873.0,2.0,3,Beach,106.0,2343,3,0.0,25,No,4,0.0,7.0
1009425,No,325.0,Mobile,32699.0,29.0,3,Beach,115.0,4486,1,0.0,30,No,4,1.0,16.0
1009426,No,295.0,Laptop,16544.0,12.0,3,Beach,60.0,6350,4,0.0,31,No,3,1.0,23.0
1009427,No,268.0,Laptop,24617.0,16.0,4,Beach,121.0,2603,1,0.0,33,No,3,0.0,11.0
1009428,Yes,376.0,Mobile,41488.0,11.0,3,Big Cities,56.0,7708,2,0.0,29,No,1,2.0,9.0
1009429,Yes,419.0,Mobile,15302.0,2.0,1,Historical site,49.0,5217,6,0.0,39,No,3,0.0,21.0
1009430,No,330.0,Mobile,20651.0,14.0,2,Beach,113.0,17206,8,0.0,42,Yes,3,1.0,28.0
1009431,No,216.0,Mobile,9460.0,5.0,1,Trekking,60.0,12873,3,1.0,35,No,2,1.0,12.0
1009432,No,269.0,Mobile,33307.0,7.0,3,Other,83.0,10277,3,0.0,44,Yes,2,0.0,23.0
1009433,No,216.0,Mobile,26634.0,2.0,4,Big Cities,101.0,4845,3,1.0,36,Yes,1,0.0,11.0
1009434,No,269.0,Mobile,29066.0,3.0,2,Hill Stations,111.0,3783,0,0.0,39,No,3,1.0,10.0
1009435,Yes,206.0,Laptop,31090.0,5.0,2,Historical site,102.0,2421,2,1.0,23,No,1,1.0,14.0
1009436,No,210.0,Mobile,15564.0,3.0,3,Historical site,63.0,1769,3,0.0,30,No,3,3.0,6.0
1009437,No,393.0,Mobile,46175.0,26.0,4,Big Cities,82.0,16350,3,0.0,31,No,3,1.0,31.0
1009438,No,338.0,Mobile,21934.0,4.0,3,Historical site,71.0,5982,9,0.0,31,No,4,0.0,18.0
1009439,No,199.0,Mobile,6352.0,2.0,1,Historical site,77.0,3489,9,0.0,24,No,3,0.0,13.0
1009440,No,254.0,Mobile,20566.0,1.0,3,Historical site,70.0,4081,3,0.0,36,Yes,1,1.0,14.0
1009441,No,277.0,Mobile,47042.0,27.0,1,Historical site,78.0,2607,1,0.0,23,No,4,0.0,12.0
1009442,No,281.0,Mobile,32540.0,1.0,2,Beach,70.0,6250,2,1.0,25,No,4,1.0,28.0
1009443,No,247.0,Mobile,4148.0,13.0,4,Beach,89.0,4465,2,0.0,24,No,3,1.0,9.0
1009444,No,235.0,Laptop,35470.0,5.0,4,Beach,91.0,3822,10,0.0,33,No,2,1.0,15.0
1009445,No,404.0,Mobile,23182.0,7.0,2,Big Cities,96.0,10989,9,1.0,36,No,4,1.0,40.0
1009446,No,343.0,Mobile,32601.0,9.0,3,Big Cities,93.0,10825,5,1.0,27,No,3,1.0,20.0
1009447,No,253.0,Mobile,22380.0,8.0,2,Historical site,106.0,5237,7,0.0,29,No,3,1.0,15.0
1009448,No,403.0,Laptop,31184.0,25.0,4,Historical site,96.0,13887,3,0.0,38,Yes,3,0.0,38.0
1009449,No,284.0,Mobile,12019.0,16.0,4,Big Cities,83.0,6385,4,0.0,35,No,4,2.0,10.0
1009450,No,224.0,Mobile,40969.0,8.0,2,Historical site,82.0,4994,3,0.0,21,No,4,1.0,8.0
1009451,No,180.0,Mobile,43102.0,1.0,2,Beach,59.0,4834,7,0.0,44,Yes,1,2.0,13.0
1009452,No,342.0,Mobile,34547.0,8.0,4,Beach,79.0,2873,4,1.0,38,Yes,3,1.0,12.0
1009453,No,326.0,Laptop,44532.0,2.0,1,Historical site,53.0,2570,5,1.0,29,No,4,0.0,10.0
1009454,No,284.0,Mobile,44786.0,8.0,3,Beach,92.0,2402,1,0.0,36,Yes,3,0.0,13.0
1009455,No,201.0,Mobile,4977.0,3.0,1,Other,122.0,4250,1,1.0,36,No,4,0.0,8.0
1009456,No,275.0,Mobile,21299.0,9.0,3,Beach,86.0,10733,2,1.0,34,Yes,2,1.0,19.0
1009457,Yes,275.0,Laptop,4595.0,25.0,4,Beach,115.0,2085,3,1.0,31,No,1,1.0,13.0
1009458,No,254.0,Mobile,10539.0,1.0,3,Beach,73.0,2369,1,0.0,25,No,2,1.0,14.0
1009459,No,201.0,Mobile,20460.0,4.0,1,Big Cities,103.0,4311,2,0.0,20,No,1,0.0,9.0
1009460,No,380.0,Mobile,49673.0,1.0,3,Trekking,46.0,3629,2,0.0,31,No,2,1.0,15.0
1009461,No,185.0,Mobile,44466.0,4.0,1,Beach,60.0,3214,1,0.0,32,No,4,0.0,15.0
1009462,No,246.0,Laptop,13305.0,5.0,2,Beach,65.0,6590,2,0.0,34,No,4,1.0,12.0
1009463,No,293.0,Mobile,13872.0,9.0,3,Big Cities,115.0,2966,2,0.0,36,No,4,1.0,3.0
1009464,No,327.0,Mobile,44317.0,3.0,3,Beach,121.0,5299,4,1.0,26,No,2,1.0,19.0
1009465,No,242.0,Mobile,42811.0,11.0,4,Beach,69.0,2406,5,1.0,34,No,2,1.0,12.0
1009466,Yes,225.0,Mobile,11968.0,1.0,3,Historical site,66.0,2862,6,1.0,38,No,3,3.0,13.0
1009467,No,412.0,Mobile,30429.0,8.0,3,Big Cities,93.0,11895,7,0.0,33,No,3,1.0,34.0
1009468,No,273.0,Mobile,23574.0,25.0,3,Trekking,98.0,10947,4,0.0,37,No,1,0.0,20.0
1009469,No,288.0,Laptop,43142.0,21.0,2,Historical site,77.0,3034,6,0.0,25,No,2,1.0,18.0
1009470,No,404.0,Mobile,3631.0,23.0,4,Beach,92.0,14329,8,0.0,30,No,3,0.0,41.0
1009471,No,328.0,Laptop,14823.0,1.0,3,Beach,46.0,5619,6,0.0,25,No,2,1.0,19.0
1009472,No,360.0,Mobile,8760.0,2.0,2,Big Cities,51.0,4602,1,1.0,33,Yes,1,1.0,15.0
1009473,No,289.0,Mobile,43875.0,19.0,2,Historical site,53.0,7703,3,1.0,32,No,4,0.0,18.0
1009474,No,389.0,Mobile,30886.0,2.0,4,Beach,121.0,17989,3,0.0,25,No,4,1.0,33.0
1009475,No,298.0,Mobile,48447.0,2.0,3,Beach,56.0,5272,10,0.0,23,No,3,2.0,21.0
1009476,No,254.0,Mobile,37679.0,3.0,2,Hill Stations,74.0,2343,5,1.0,31,No,3,1.0,17.0
1009477,Yes,250.0,Mobile,13135.0,25.0,4,Beach,106.0,2851,1,1.0,41,Yes,3,0.0,3.0
1009478,No,226.0,Mobile,38059.0,7.0,1,Historical site,80.0,2589,7,0.0,26,No,3,3.0,13.0
1009479,No,336.0,Mobile,23172.0,9.0,2,Beach,73.0,2620,1,1.0,26,No,4,0.0,12.0
1009480,No,220.0,Mobile,28792.0,5.0,4,Historical site,120.0,4958,2,0.0,38,No,2,0.0,8.0
1009481,Yes,445.0,Laptop,27391.0,2.0,1,Beach,81.0,2443,9,1.0,32,No,4,1.0,8.0
1009482,No,328.0,Mobile,6247.0,8.0,3,Beach,73.0,4827,5,0.0,30,Yes,3,1.0,13.0
1009483,Yes,159.0,Mobile,17550.0,2.0,3,Historical site,72.0,2107,2,0.0,29,No,4,0.0,6.0
1009484,Yes,169.0,Mobile,49996.0,18.0,1,Other,80.0,2764,1,0.0,38,No,1,0.0,4.0
1009485,No,285.0,Mobile,49918.0,14.0,1,Beach,89.0,6644,2,1.0,29,No,1,1.0,20.0
1009486,No,363.0,Mobile,50946.0,2.0,4,Beach,80.0,3350,1,1.0,36,No,1,0.0,8.0
1009487,Yes,170.0,Mobile,21643.0,3.0,1,Beach,54.0,4225,0,1.0,33,No,1,1.0,6.0
1009488,Yes,313.0,Mobile,38013.0,2.0,4,Beach,79.0,2840,4,1.0,34,No,3,1.0,14.0
1009489,No,221.0,Mobile,34882.0,9.0,3,Historical site,99.0,2438,5,0.0,25,No,2,1.0,14.0
1009490,Yes,303.0,Mobile,39314.0,6.0,3,Historical site,87.0,2464,9,1.0,39,Yes,4,0.0,13.0
1009491,No,212.0,Mobile,21687.0,4.0,3,Beach,95.0,2382,3,0.0,32,No,3,0.0,1.0
1009492,No,267.0,Mobile,19153.0,10.0,3,Beach,100.0,2053,1,0.0,29,No,2,2.0,5.0
1009493,No,328.0,Mobile,16216.0,14.0,2,Historical site,83.0,6301,7,0.0,37,No,1,0.0,14.0
1009494,No,253.0,Mobile,41967.0,1.0,4,Other,112.0,2866,4,1.0,25,No,2,0.0,11.0
1009495,No,449.0,Mobile,44576.0,5.0,3,Trekking,52.0,10605,4,1.0,26,No,4,1.0,34.0
1009496,No,239.0,Mobile,5425.0,7.0,4,Beach,57.0,2394,3,0.0,31,No,2,0.0,21.0
1009497,No,271.0,Mobile,39848.0,21.0,1,Beach,77.0,4067,2,1.0,40,Yes,4,1.0,15.0
1009498,No,375.0,Mobile,18500.0,8.0,2,Other,74.0,7463,5,0.0,32,No,3,1.0,34.0
1009499,No,374.0,Mobile,51468.0,20.0,4,Historical site,73.0,2313,6,0.0,33,No,1,2.0,17.0
1009500,No,238.0,Mobile,41638.0,20.0,2,Big Cities,70.0,6994,2,0.0,35,No,4,1.0,11.0
